,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category,Level I,Level II,Level III,Level IV
2715,Hoboken,40.744851,-74.03294,Work It Out-A Fitness Boutique,40.744356367758414,-74.0325665820502,Gym / Fitness Center,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym / Fitness Center
2716,Hoboken,40.744851,-74.03294,Hudson River Athletics,40.74556268335309,-74.03284104948321,Gym / Fitness Center,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym / Fitness Center
2717,Central Harlem,40.81597607,-73.94321113,Harlem Cycle,40.81720130749785,-73.94259246278489,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2718,Upper East Side,40.77563857,-73.96050763,SoulCycle East 83rd,40.77699051498346,-73.95532907885683,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2719,Lenox Hill,40.76811266,-73.95885969,CYC Fitness,40.76898778482981,-73.9607971294755,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2720,Lenox Hill,40.76811266,-73.95885969,Flywheel Sports,40.7664934,-73.9624749,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2721,Lincoln Square,40.77352889,-73.98533777,Flywheel Sports,40.77533,-73.98425,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2722,Lincoln Square,40.77352889,-73.98533777,SoulCycle West 60th Street,40.77246117365789,-73.98993027408413,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2723,Midtown,40.7546911,-73.98166883,Swerve Fitness,40.75662643811656,-73.98030720333121,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2724,Midtown,40.7546911,-73.98166883,SoulCycle Bryant Park,40.75442098671885,-73.98518696018371,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2725,Chelsea,40.74403471,-74.00311633,SoulCycle Chelsea,40.743646853881756,-74.00709341571361,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2726,Chelsea,40.74403471,-74.00311633,Flywheel Sports,40.74123,-73.99981,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2727,Tribeca,40.72152197,-74.01068329,Flywheel Sports,40.721920000000004,-74.00969,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2728,West Village,40.73443394,-74.00617998,Peloton,40.73239445636586,-74.00768791828088,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2729,Midtown South,40.74850966,-73.98871313,SoulCycle NoMad,40.74471670714635,-73.98918997482575,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2730,Flatiron,40.73967305,-73.99094711,SoulCycle 19th,40.73943353393161,-73.99216844203444,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2731,Flatiron,40.73967305,-73.99094711,Flywheel Sports,40.741229,-73.99241540000001,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2732,Flatiron,40.73967305,-73.99094711,SWERVE Fitness,40.73916860757539,-73.99347086323532,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2733,Hudson Yards,40.75665808,-74.00011136,SoulCycle Hudson Yards,40.7544598,-74.0023304,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2734,Hoboken,40.744851,-74.03294,CycleBar Hoboken,40.747209000000005,-74.03795,Cycle Studio,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Cycle Studio
2735,Central Harlem,40.81597607,-73.94321113,Harlem Hops,40.814336218788426,-73.94449400480289,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2736,East Harlem,40.79224947,-73.94418223,East Harlem Bottling Co.,40.79302429834559,-73.94572705216946,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2737,Chelsea,40.74403471,-74.00311633,Milk & Hops Chelsea,40.744751306972475,-74.00259535094712,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2738,Greenwich Village,40.72693289,-73.99991403,Local,40.72708908272792,-74.00191220344334,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2739,East Village,40.72784678,-73.98222617,Craft + Carry,40.726927,-73.984149,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2740,West Village,40.73443394,-74.00617998,The Blind Tiger,40.731823519973595,-74.003316833029,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2741,Gramercy,40.73720983,-73.98137595,Craft + Carry,40.738359625993866,-73.98359951193653,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2742,Sutton Place,40.76028033,-73.96355614,The Greats of Craft,40.7563665,-73.96466179999999,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2743,Sutton Place,40.76028033,-73.96355614,Milk & Hops UES,40.76242430080071,-73.96008473253472,Beer Bar,Nightlife Spot,Bar,Beer Bar,Beer Bar
2744,Central Harlem,40.81597607,-73.94321113,NYPL Schomburg Center for Research in Black Culture,40.81457529607425,-73.94092798233031,Library,Professional & Other Places,Library,Library,Library
2745,Lincoln Square,40.77352889,-73.98533777,New York Public Library for the Performing Arts (LPA),40.77387382385821,-73.98504059638192,Library,Professional & Other Places,Library,Library,Library
2746,Central Harlem,40.81597607,-73.94321113,Yatenga,40.814305996593255,-73.94442992027334,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2747,Central Harlem,40.81597607,-73.94321113,Renaissance Harlem,40.813413739657825,-73.94498356642218,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2748,East Harlem,40.79224947,-73.94418223,Mountain Bird,40.793851000000004,-73.939942,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2749,Upper East Side,40.77563857,-73.96050763,Café Boulud,40.774460135447185,-73.96389280110587,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2750,Upper East Side,40.77563857,-73.96050763,The Simone,40.776918,-73.956911,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2751,Upper East Side,40.77563857,-73.96050763,Orsay,40.77242347784402,-73.96069870245756,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2752,Yorkville,40.77592985,-73.94711784,Cafe D'Alsace,40.779152203715846,-73.95106941461562,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2753,Lenox Hill,40.76811266,-73.95885969,Jean Claude II,40.767934999999994,-73.959209,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2754,Upper West Side,40.787658,-73.97705924,Nice Matin,40.78330210691345,-73.97838339603004,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2755,Lincoln Square,40.77352889,-73.98533777,Bar Boulud,40.771859054257604,-73.98230114526464,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2756,Lincoln Square,40.77352889,-73.98533777,Cafe Luxembourg,40.777514000000004,-73.98355600000001,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2757,Clinton,40.75910089,-73.99611936,Chez Josephine,40.75874739808714,-73.99339660073382,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2758,Midtown,40.7546911,-73.98166883,Gabriel Kreuther,40.75414305569201,-73.98350459096379,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2759,Chelsea,40.74403471,-74.00311633,Le Grainne Cafe,40.745371999999996,-74.002337,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2760,Chelsea,40.74403471,-74.00311633,Loulou,40.742652,-74.000161,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2761,Chelsea,40.74403471,-74.00311633,L'Atelier de Joël Robuchon,40.74287105634467,-74.00783184076705,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2762,Greenwich Village,40.72693289,-73.99991403,Raoul's Restaurant,40.726224144417756,-74.00209307670595,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2763,Greenwich Village,40.72693289,-73.99991403,Cocotte,40.725810651619184,-74.00188620933146,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2764,East Village,40.72784678,-73.98222617,David's Cafe,40.72719565514427,-73.98425384168603,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2765,Lower East Side,40.71780675,-73.98089032,Windmill,40.71984464277124,-73.98468007344259,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2766,Tribeca,40.72152197,-74.01068329,Maman,40.71897320131639,-74.00626391172409,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2767,Little Italy,40.71932379,-73.99730467,Le Coucou,40.71911370398213,-74.00020174355126,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2768,Soho,40.72218384,-74.00065667,Le Coucou,40.71911370398213,-74.00020174355126,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2769,Soho,40.72218384,-74.00065667,Cocotte,40.725810651619184,-74.00188620933146,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2770,Soho,40.72218384,-74.00065667,Raoul's Restaurant,40.726224144417756,-74.00209307670595,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2771,West Village,40.73443394,-74.00617998,Buvette,40.732782202032624,-74.0042752103451,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2772,West Village,40.73443394,-74.00617998,Bobo,40.734379,-74.002545,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2773,Financial District,40.70710711,-74.01066545,La Parisienne,40.70942332606939,-74.00999194450296,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2774,Carnegie Hill,40.78268257,-73.95325647,Table d'Hote,40.784492,-73.955712,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2775,Carnegie Hill,40.78268257,-73.95325647,Cafe D'Alsace,40.779152203715846,-73.95106941461562,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2776,Noho,40.72325902,-73.98843368,Lucien,40.723329,-73.98807099999999,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2777,Noho,40.72325902,-73.98843368,Wildair,40.72000061250043,-73.98923714960338,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2778,Civic Center,40.71522892,-74.0054153,Racines,40.71475415146124,-74.00758060020391,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2779,Civic Center,40.71522892,-74.0054153,The Odeon,40.71701011409906,-74.00804244562225,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2780,Civic Center,40.71522892,-74.0054153,Maman,40.71897320131639,-74.00626391172409,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2781,Civic Center,40.71522892,-74.0054153,Augustine,40.71130993467075,-74.00666043815025,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2782,Sutton Place,40.76028033,-73.96355614,Le Petit Parisien,40.75699879155021,-73.96757748234269,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2783,Turtle Bay,40.75204237,-73.96770825,Deux Amis,40.754647825394265,-73.96604396705546,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2784,Turtle Bay,40.75204237,-73.96770825,Le Bateau Ivre,40.75592930054313,-73.9689434694732,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2785,Turtle Bay,40.75204237,-73.96770825,Jubilee,40.755194,-73.96481740000002,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2786,Tudor City,40.74691741,-73.97121929,Chicken Provence,40.74911195418935,-73.97621366887762,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2787,Flatiron,40.73967305,-73.99094711,Le Coq Rico,40.73877554083786,-73.9888167734784,French Restaurant,Food,French Restaurant,French Restaurant,French Restaurant
2788,Central Harlem,40.81597607,-73.94321113,Abyssinia Restaurant,40.81630805696321,-73.9460538576632,Ethiopian Restaurant,Food,African Restaurant,Ethiopian Restaurant,Ethiopian Restaurant
2789,Clinton,40.75910089,-73.99611936,Queen of Sheba,40.76205268705003,-73.9936091341346,Ethiopian Restaurant,Food,African Restaurant,Ethiopian Restaurant,Ethiopian Restaurant
2790,Morningside Heights,40.80799974,-73.96389628,Massawa,40.80990900759862,-73.95880629802144,Ethiopian Restaurant,Food,African Restaurant,Ethiopian Restaurant,Ethiopian Restaurant
2791,Central Harlem,40.81597607,-73.94321113,Bill's Place,40.813366394224474,-73.94370055778846,Jazz Club,Arts & Entertainment,Music Venue,Jazz Club,Jazz Club
2792,Upper East Side,40.77563857,-73.96050763,Café Carlyle,40.774466191333474,-73.96336879007355,Jazz Club,Arts & Entertainment,Music Venue,Jazz Club,Jazz Club
2793,Greenwich Village,40.72693289,-73.99991403,Terra Blues,40.72828843382252,-73.99938089456808,Jazz Club,Arts & Entertainment,Music Venue,Jazz Club,Jazz Club
2794,East Village,40.72784678,-73.98222617,Rue B,40.727890963811404,-73.97917824992669,Jazz Club,Arts & Entertainment,Music Venue,Jazz Club,Jazz Club
2795,West Village,40.73443394,-74.00617998,Smalls Jazz Club,40.734358,-74.002789,Jazz Club,Arts & Entertainment,Music Venue,Jazz Club,Jazz Club
2796,West Village,40.73443394,-74.00617998,Fat Cat,40.73366485904617,-74.00294995195692,Jazz Club,Arts & Entertainment,Music Venue,Jazz Club,Jazz Club
2797,Central Harlem,40.81597607,-73.94321113,Ponty Bistro Harlem,40.81788580529937,-73.9415220349791,African Restaurant,Food,African Restaurant,African Restaurant,African Restaurant
2798,Central Harlem,40.81597607,-73.94321113,Keur Sokhna,40.813555995578646,-73.94500077822643,African Restaurant,Food,African Restaurant,African Restaurant,African Restaurant
2799,Central Harlem,40.81597607,-73.94321113,Africa Kine Restaurant,40.8137280306601,-73.94442558288573,African Restaurant,Food,African Restaurant,African Restaurant,African Restaurant
2800,Central Harlem,40.81597607,-73.94321113,Acts III bagels,40.8158868312639,-73.94505096884127,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2801,Yorkville,40.77592985,-73.94711784,Bagel Bob's on York,40.776459,-73.9469717,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2802,Yorkville,40.77592985,-73.94711784,Tal Bagels,40.77743578787131,-73.95046600614468,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2803,Lenox Hill,40.76811266,-73.95885969,Bagelworks,40.764294021658976,-73.95851808553275,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2804,Upper West Side,40.787658,-73.97705924,Barney Greengrass,40.788007875375264,-73.97479388324341,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2805,Lincoln Square,40.77352889,-73.98533777,Pick A Bagel,40.77314600419808,-73.98940711907856,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2806,Murray Hill,40.74830308,-73.97833208,Bagel Express,40.749894759538826,-73.97706448751802,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2807,Murray Hill,40.74830308,-73.97833208,Zucker's Bagels & Smoked Fish,40.75053251798501,-73.97686735767213,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2808,Chelsea,40.74403471,-74.00311633,Murray's Bagels,40.74476,-73.99854,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2809,Greenwich Village,40.72693289,-73.99991403,Sadelle's,40.72631649270634,-74.00035723351957,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2810,East Village,40.72784678,-73.98222617,Tompkins Square Bagels,40.72817262667757,-73.98205369975292,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2811,East Village,40.72784678,-73.98222617,Black Seed Bagels,40.72916012554359,-73.98416059728932,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2812,Lower East Side,40.71780675,-73.98089032,Heaven's Hot Bagel,40.72139636858281,-73.9843288064003,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2813,Little Italy,40.71932379,-73.99730467,Black Seed Bagels,40.720846,-73.99468900000001,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2814,Soho,40.72218384,-74.00065667,Sadelle's,40.72631649270634,-74.00035723351957,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2815,Gramercy,40.73720983,-73.98137595,Ess-a-Bagel,40.7342776,-73.9800502,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2816,Gramercy,40.73720983,-73.98137595,Pick A Bagel,40.738653,-73.982366,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2817,Gramercy,40.73720983,-73.98137595,Tal Bagels,40.7354488442296,-73.97958629358371,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2818,Gramercy,40.73720983,-73.98137595,Gramercy Bagels,40.737077666946156,-73.98447543206545,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2819,Financial District,40.70710711,-74.01066545,Leo's Bagels,40.704935,-74.009786,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2820,Carnegie Hill,40.78268257,-73.95325647,Corner Bagel Shop,40.783004,-73.95067,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2821,Civic Center,40.71522892,-74.0054153,Zucker's Bagels & Smoked Fish,40.715579999999996,-74.00985,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2822,Midtown South,40.74850966,-73.98871313,Best Bagel & Coffee,40.752168,-73.991066,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2823,Sutton Place,40.76028033,-73.96355614,NY Jumbo Bagels,40.758824585630386,-73.96573105557194,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2824,Sutton Place,40.76028033,-73.96355614,Pick-A-Bagel,40.76353896405111,-73.96717083475062,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2825,Sutton Place,40.76028033,-73.96355614,Tal Bagels,40.75620208103175,-73.96443313389949,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2826,Tudor City,40.74691741,-73.97121929,NY Bagels & Cafe,40.74352686991824,-73.97357160416001,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2827,JC07302,40.721602,-74.04703,Wonder Bagels,40.7206499962852,-74.04674221794704,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2828,JC07307,40.748001,-74.04943,Wonder Bagels,40.74626579521119,-74.0493316213128,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2829,Hoboken,40.744851,-74.03294,O'Bagel,40.743603269894244,-74.02917265892027,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2830,Hoboken,40.744851,-74.03294,Hoboken Hot Bagels,40.74444766767949,-74.02882241752896,Bagel Shop,Food,Bagel Shop,Bagel Shop,Bagel Shop
2831,Central Harlem,40.81597607,-73.94321113,La masion d'Art,40.81425345702525,-73.94680695927478,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2832,Upper East Side,40.77563857,-73.96050763,Ukrainian Institute of America,40.776937143550136,-73.96350669862444,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2833,Upper East Side,40.77563857,-73.96050763,The Waterfall Mansion,40.77499728750286,-73.95690215236247,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2834,Lenox Hill,40.76811266,-73.95885969,Bohemian National Hall,40.76900288892712,-73.95666596661471,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2835,Lenox Hill,40.76811266,-73.95885969,Sotheby's,40.766494365049866,-73.95400261596386,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2836,Clinton,40.75910089,-73.99611936,Mud Sweat Tears Pottery,40.762241889191436,-73.99349958590342,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2837,Chelsea,40.74403471,-74.00311633,David Zwirner Gallery,40.745733786701386,-74.00707622631501,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2838,Chelsea,40.74403471,-74.00311633,Milk Gallery,40.74258246235823,-74.00718926075267,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2839,Chelsea,40.74403471,-74.00311633,David Zwirner Gallery,40.74663515827365,-74.007328748703,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2840,Chelsea,40.74403471,-74.00311633,Taglialatella Galleries,40.74816036761174,-74.00391663470639,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2841,Chelsea,40.74403471,-74.00311633,Lumas Pop-Up,40.74152094704496,-74.00719155095881,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2842,Chelsea,40.74403471,-74.00311633,Gladstone Gallery,40.747059189242684,-74.00660575668523,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2843,Chelsea,40.74403471,-74.00311633,Lisson Gallery,40.74833114485241,-74.00439785162641,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2844,Greenwich Village,40.72693289,-73.99991403,Center for Architecture,40.728736063999406,-73.99839900429815,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2845,East Village,40.72784678,-73.98222617,The Brant Foundation Art Study Center,40.726009877430975,-73.98522676126714,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2846,Lower East Side,40.71780675,-73.98089032,Spoke Art NYC,40.71839474548904,-73.98284352723249,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2847,Lower East Side,40.71780675,-73.98089032,Abrons Arts Center,40.71514694987578,-73.98368489543545,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2848,Lower East Side,40.71780675,-73.98089032,E-flux,40.714483,-73.982479,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2849,Tribeca,40.72152197,-74.01068329,Muse Paintbar,40.717700524479326,-74.01054908193836,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2850,West Village,40.73443394,-74.00617998,Stephen Weiss Studio,40.73418272255223,-74.00708109917944,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2851,Gramercy,40.73720983,-73.98137595,National Arts Club,40.737933267394716,-73.98662835251689,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2852,Noho,40.72325902,-73.98843368,Sperone Westwater,40.72319305100999,-73.9926819603521,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2853,Noho,40.72325902,-73.98843368,The Brant Foundation Art Study Center,40.726009877430975,-73.98522676126714,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2854,Flatiron,40.73967305,-73.99094711,Fotografiska,40.73925,-73.986824,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2855,Hudson Yards,40.75665808,-74.00011136,Avant Gallery,40.753879,-74.000116,Art Gallery,Arts & Entertainment,Art Gallery,Art Gallery,Art Gallery
2856,Central Harlem,40.81597607,-73.94321113,Revolution Books,40.812080413424184,-73.94237549083205,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2857,Upper East Side,40.77563857,-73.96050763,Albertine,40.776678330788634,-73.96376967430116,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2858,Yorkville,40.77592985,-73.94711784,Logos Bookstore,40.774458,-73.94850600000001,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2859,Lenox Hill,40.76811266,-73.95885969,Shakespeare & Co,40.76824324874706,-73.96374543580556,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2860,Upper West Side,40.787658,-73.97705924,Barnes & Noble,40.786116331483534,-73.97864520549773,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2861,Upper West Side,40.787658,-73.97705924,Book Culture,40.7837186733246,-73.97428807873338,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2862,Lincoln Square,40.77352889,-73.98533777,Shakespeare & Co.,40.776419061484354,-73.98213328788914,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2863,Midtown,40.7546911,-73.98166883,Books Kinokuniya,40.754053201872225,-73.98464945969599,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2864,Midtown,40.7546911,-73.98166883,Barnes & Noble,40.755739,-73.978937,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2865,Chelsea,40.74403471,-74.00311633,Posman Books,40.74290586505522,-74.00676356614385,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2866,Little Italy,40.71932379,-73.99730467,McNally Jackson Books,40.72349313279467,-73.99604818258018,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2867,Soho,40.72218384,-74.00065667,McNally Jackson Books,40.72349313279467,-73.99604818258018,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2868,West Village,40.73443394,-74.00617998,Three Lives & Company,40.73442736120523,-74.00139223025236,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2869,Morningside Heights,40.80799974,-73.96389628,Book Culture,40.8066293611451,-73.96493964169838,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2870,Morningside Heights,40.80799974,-73.96389628,Book Culture,40.805104240680436,-73.96497962203306,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2871,Morningside Heights,40.80799974,-73.96389628,Bank Street Bookstore,40.80542206898943,-73.96591263261523,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2872,Carnegie Hill,40.78268257,-73.95325647,Kitchen Arts & Letters,40.784225883561795,-73.95213507194228,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2873,Carnegie Hill,40.78268257,-73.95325647,The Corner Bookstore,40.78514664786137,-73.95568392224033,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2874,Carnegie Hill,40.78268257,-73.95325647,Barnes & Noble,40.77931697280991,-73.95512555934549,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2875,Noho,40.72325902,-73.98843368,Bonnie Slotnick Cookbooks,40.725114785432204,-73.99075503043366,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2876,Civic Center,40.71522892,-74.0054153,The Mysterious Bookshop,40.71490950153982,-74.00948027011903,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2877,Turtle Bay,40.75204237,-73.96770825,United Nations Bookshop,40.750634497538975,-73.96734517546929,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2878,Flatiron,40.73967305,-73.99094711,Barnes & Noble,40.736908655732776,-73.98965303117878,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2879,JC07302,40.721602,-74.04703,WORD Jersey City,40.71998351150371,-74.04320528225298,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2880,Hoboken,40.744851,-74.03294,Symposia Community Book Store,40.742582692129005,-74.02939078496165,Bookstore,Shop & Service,Bookstore,Bookstore,Bookstore
2881,Central Harlem,40.81597607,-73.94321113,Big L Memorial Mural,40.81849815811957,-73.939471125448,Public Art,Arts & Entertainment,Public Art,Public Art,Public Art
2882,Hudson Yards,40.75665808,-74.00011136,The Vessel,40.75399636158353,-74.00225400924683,Public Art,Arts & Entertainment,Public Art,Public Art,Public Art
